part,resource,sequence,tool_number,tool_description
A11689,410,9,82,5.7 MM .228 CARBIDE DRILL
A11689,410,10,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11689,410,11,54,"1/4-20"" ROLL FORM TAP"
A11689,410,12,26,"""Q"" .332 CARBIDE DRILL"
A11691,410,1,115,1 1/16 SUMO INSERT DRILL
A11691,410,2,50,1/2 CARBIDE ENDMILL
A11700,350,1,8,.171 CARBIDE DRILL
A11700,350,2,5,10-24 ROLLFORM TAP
A11700,350,3,14,.5312 CARBIDE DRILL
A11700,410,1,80,#18 .169 CARBIDE DRILL
A11700,410,2,53,"10-24"" TAP"
A11700,410,3,97,"17/32"" .531 CARBIDE DRILL"
A11701,350,1,23,"1/4"" CARBIDE END MILL"
A11701,350,2,8,0.2008 CARBIDE DRILL
A11701,350,3,10,0.09375 CARBIDE END MILL
A11701,350,4,10,0.09375 CARBIDE END MILL
A11701,350,5,10,0.09375 CARBIDE END MILL
A11701,410,1,122,"3/16"" .1875 CARBIDE ENDMILL"
A11701,410,2,81,0.196 CARBIDE DRILL
A11701,410,3,126,"3/32"" 0.09375 CARBIDE ENDMILL"
A11701,410,4,126,0.09375 CARBIDE END MILL
A11701,410,5,126,0.09375 CARBIDE END MILL
A11709,410,1,89,"13/32"" .406 CARBIDE DRILL G54 B0 RIGHT SIDE"
A11709,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL G54 B0 RIGHT SIDE"
A11709,410,3,17,"3.0"" FACE MILL ""LONG"" G56 B30"
A11718,410,1,1,PROBE
A11718,410,2,97,"17/32"" .531 CARBIDE DRILL"
A11718,410,3,23,"3/8"" CARBIDE ENDMILL"
A11718,410,4,89,"13/32"" .406 CARBIDE DRILL"
A11719,410,1,89,"13/32"" .406 CARBIDE DRILL **G54 TOP VISE**"
A11719,410,2,23,"3/8"" CARBIDE ENDMILL **G54 TOP VISE**"
A11719,410,3,15,"1.25"" TURBO MILL **G54 TOP VISE**"
A11727,410,1,24,"1/2"" CARBIDE ENDMILL"
A11727,410,2,1,PROBE
A11727,410,3,22,"1/4"" CARBIDE END MILL"
A11728,410,1,1,PROBE
A11728,410,2,84,7.3 MM .287 CARBIDE DRILL
A11728,410,3,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11728,410,4,55,5/16-18 ROLL FORM TAP
A11732,410,1,113,1.125 DIA. SUMO INSERT DRILL
A11732,410,2,91,"7/8"" .875 SUMO INSERT DRILL"
A11732,410,3,51,3/4 CARBIDE ENDMILL
A11732,410,4,19,45 DEGREE CHAMFER TOOL C.C. .4700
A11732,410,5,63,1.0 - 8 PLUG TAP
A11734,410,1,1,PROBE
A11734,410,2,23,3/8 CARBIDE ENDMILL
A11734,410,3,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11734,410,4,113,1.125 DIA. SUMO INSERT DRILL
A11734,410,5,96,21/32 .656 CARBIDE DRILL
A11734,410,6,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11734,410,7,60,3/4-10 PLUG TAP
A11734,410,8,19,45 DEGREE CHAMFER TOOL C.C. .4700
A11734,410,9,23,3/8 CARBIDE ENDMILL
A11737,410,1,97,"17/32"" .531 CARBIDE DRILL **G54 B90**"
A11737,410,2,49,"3/8"" CARBIDE ENDMILL **G54 B90**"
A11737,410,3,87,"11/32"" .343 CARBIDE DRILL **G54 B90**"
A11737,410,4,69,"3/8"" SLIP FIT REAMER **G54 B90**"
A11744,410,1,17,"3.0"" FACE MILL ""LONG"""
A11744,410,2,90,11.7 MM .460 CARBIDE DRILL **G54 TOP VISE**
A11744,410,3,87,"11/32"" .343 CARBIDE DRILL **G54 TOP VISE**"
A11744,410,4,8,"1.0"" DIA. 90 DEGREE SPOT DRILL **CHAMFER 3/8-16 TAPPED HOLE TOP VISE G54**"
A11744,410,5,56,3/8-16 ROLL FORM TAP **G54 TOP VISE**
A11745,410,1,15,"1.25"" TURBO MILL"
A11745,410,2,19,45 DEGREE CHAMFER TOOL C.C. .4700
A11745,410,3,17,"3.0"" FACE MILL ""LONG"""
A11745,410,4,89,"13/32"" .406 CARBIDE DRILL"
A11745,410,5,44,.625 DIA. SUMO FLAT BOTTOM INSERT DRIL
A11745,410,6,90,11.7 MM .460 CARBIDE DRILL
A11745,410,7,8,"1.0"" DIA. 90 DEGREE SPOT DRILL **CHAMFER .625 DIA. COUNTERBORES**"
A11745,410,8,58,1/2-13 ROLL FORM TAP
A11746,410,1,1,PROBE
A11746,410,2,89,"13/32"" .406 CARBIDE DRILL **G54 B0 TOP VISE**"
A11746,410,3,102,"3/8"" .375 CARBIDE DRILL **G56 B90 TOP VISE**"
A11746,410,4,69,"3/8"" SLIP FIT REAMER **G56 B90 TOP VISE**"
A11746,410,5,87,"11/32"" .343 CARBIDE DRILL **G58 B270 TOP VISE**"
A11746,410,6,124,"5/8"" DIA. 82 DEGREE COUNTERSINK **G56 B90 TOP VISE**"
A11748,410,1,87,"11/32"" .343 CARBIDE DRILL **G54 TOP VISE**"
A11748,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL **G54 TOP VISE**"
A11748,410,3,56,3/8-16 ROLL FORM TAP **G54 TOP VISE**
A11748,410,4,87,"11/32"" .343 CARBIDE DRILL **G54 TOP VISE**"
A11748,410,5,8,"1.0"" DIA. 90 DEGREE SPOT DRILL **G54 TOP VISE**"
A11748,410,6,56,3/8-16 ROLL FORM TAP **G54 TOP VISE**
A11748,410,7,118,45 DEGREE INGERSOL CHAMFER TOOL C.C. 0.00 **G54 TOP VISE**
A11767,350,1,18,.5 CARBIDE DRILL
A11767,350,2,12,"13/32"" CARBIDE DRILL"
A11767,350,3,23,"1/4"" CARBIDE END MILL"
A11768,410,1,85,"9/32"" .281 CARBIDE DRILL"
A11768,410,2,82,5.7 MM .228 CARBIDE DRILL
A11768,410,3,54,1/4-20 ROLL FORM TAP
A11769,410,1,14,"1.0"" TURBO MILL"
A11769,410,2,93,3/4 .750 SUMO INSERT DRILL
A11769,410,3,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11769,410,4,74,.752 REAMER
A11770,410,1,90,11.7 MM .460 CARBIDE DRILL
A11770,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11770,410,3,58,1/2-13 ROLL FORM TAP
A11784,350,1,9,
A11784,350,2,8,.281 CARBIDE DRILL
A11784,350,3,10,"1.0"" 82 DEGREE CHAMFER"
A11790,340,1,102,"1"" SPOT DRILL"
A11790,340,2,46,17/32 CARB. DRILL
A11790,340,3,53,5/8-11 TAP
A11791,340,1,102,"1"" SPOT DRILL"
A11791,340,2,46,17/32 CARB. DRILL
A11791,340,3,53,5/8-11 TAP
A11800,410,1,1,PROBE
A11800,410,2,17,3.0 MILL
A11800,410,3,14,"1.0"" TURBO MILL"
A11800,410,4,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11800,410,5,1,PROBE
A11800,410,6,17,3.0 MILL
A11800,410,7,14,"1.0"" DIA. TURBO MILL"
A11800,410,8,93,"3/4 .750"" SUMO INSERT DRILL"
A11800,410,9,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11800,410,10,74,.752 REAMER
A11813,410,1,17,"3.0"" FACE MILL ""LONG"" **G54 B45 TOP VISE**"
A11813,410,2,15,"1.25"" TURBO MILL **G56 B90 TOP VISE**"
A11813,410,3,112,"1.25"" DIA. CARB. DRILL **G54 B0 TOP VISE**"
A11813,410,4,19,45 DEGREE CHAMFER TOOL C.C. .4700 **G54 B0 TOP VISE TOP OF BORE**
A11813,410,5,28,1.252 - 1.254 DIA. BORING BAR **G54 B0 TOP VISE**
A11813,410,6,90,11.7 MM .460 CARBIDE DRILL **G56 B90 TOP VISE**
A11813,410,7,82,5.7 MM .228 CARBIDE DRILL **G58 B270 TOP VISE**
A11813,410,8,8,"1.0"" DIA. 90 DEGREE SPOT DRILL **G56 B90 TOP VISE**"
A11813,410,9,58,1/2-13 ROLL FORM TAP **G56 B90 TOP VISE**
A11813,410,10,54,1/4-20 ROLL FORM TAP **G58 B270 TOP VISE**
A11825,410,1,17,"3.0"" FACE MILL ""LONG"""
A11825,410,2,1,PROBE
A11825,410,3,96,"21/32"" .656 CARBIDE DRILL **G54 B0**"
A11825,410,4,8,"1.0"" DIA. 90 DEGREE SPOT DRILL **G54 B0**"
A11825,410,5,60,3/4-10 HIGH HELIX BOTTOM TAP **G54 B0**
A11825,410,6,113,"1 7/64 1.109"" SUMO INSERT DRILL **G55 B90**"
A11825,410,7,19,45 DEGREE CHAMFER TOOL C.C. .4700 **G55 B90**
A11825,410,8,126,EMUGE THREAD MILL GZ340101 C.C. 0.000 **G55 B90 1 1/4-7 THREAD**
A11826,410,1,104,"2.25"" DIA. CARB. DRILL"
A11826,410,2,15,"1.25"" TURBO MILL"
A11826,410,3,19,45 DEGREE CHAMFER TOOL C.C. .4700
A11826,410,4,25,"5/8"" CARBIDE ENDMILL"
A11826,410,5,96,"21/32"" .656 CARBIDE DRILL"
A11826,410,6,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11826,410,7,60,"3/4-10 PLUG TAP ""CUT"""
A11827,340,1,82,2.46 DRILL
A11827,340,2,25,1.25 TURBO
A11828,410,1,89,"13/32"" .406 CARBIDE DRILL"
A11828,410,2,70,"1/2"" .500 CARBIDE DRILL"
A11828,410,3,8,"1.0"" DIA. 90 DEGREE SPOT DRILL **CHAMFER 13/32 HOLE**"
A11829,410,1,15,"1.25"" TURBO MILL **G55 B90** MACHINE PART TO 4.50 DIM."
A11829,410,2,97,"17/32"" .531 CARBIDE DRILL **G55 B90**"
A11829,410,3,8,"1.0"" DIA. 90 DEGREE SPOT DRILL **G55 B90**"
A11829,410,4,59,5/8-11 HIGH HELIX BOTTOM TAP **G55 B90**
A11829,410,5,116,25 MM .984 SUMO INSERT DRILL **G54 B0**
A11829,410,6,77,1.002 S.F. REAMER **G54 B0**
A11829,410,7,15,"1.25"" TURBO MILL **G54 B0** MACHINE PART TO 3.69 DIM."
A11831,340,1,24,4.0 FACE MILL
A11841,410,1,118,45 DEGREE INGERSOL CHAMFER TOOL
A11841,410,2,1,PROBE
A11841,410,3,97,"17/32"" .531 CARBIDE DRILL **G54 B0**"
A11841,410,4,100,"1/2"" .500 CARBIDE DRILL **G54 B0**"
A11841,410,5,8,"1.0"" DIA. 90 DEGREE SPOT DRILL **G54 B0 CHAMFER 17/32 HOLES**"
A11841,410,6,93,"3/4"" .750 SUMO INSERT DRILL **G55 B90**"
A11841,410,7,74,"3/4"" S.F. REAMER"
A11846,340,1,24,4.0 FACE MILL
A11846,340,2,82,1.375 SPADE DRILL
A11846,340,3,94,"1.0"" NC SPOT DRILL"
A11846,340,4,61,7/8-9 TAP
A11846,340,5,24,4.0 FACE MILL
A11846,340,6,32,1.375 SPADE DRILL
A11846,340,7,70,1.377 BORING BAR
A11846,410,1,1,PROBE
A11846,410,2,111,"1.375"" DIA. CARB. DRILL"
A11846,410,3,29,1.380 - 1.382 DIA. BORING BAR
A11846,410,4,1,PROBE
A11846,410,5,18,"4.0"" HIGH SHEAR FACEMILL"
A11846,410,6,15,"1.25"" TURBO MILL **45 X .375 CHAMFER TOP EDGE"
A11846,410,7,92,"49/64"" .7656  SUMO INSERT DRILL DRILL FOR 7/8 - 9 TAPPED HOLES"
A11846,410,8,100,"1/2"" .500 CARBIDE DRILL CONSTRUCTION HOLE FOR SECOND OP."
A11846,410,9,8,"1.0"" DIA. 90 DEGREE SPOT DRILL CHAMFER FOR 7/8 - 9 TAPPED HOLES"
A11846,410,10,60,7/8-9 PLUG TAP
A11849,410,1,17,"3.0"" FACE MILL ""LONG"" **G54 B0** FACE PART OFF TO 3.0"" DIM."
A11849,410,2,15,"1.25"" TURBO MILL **G54 B0** MILL .25 CORNER RADIUS"
A11849,410,3,96,"21/32"" .656 CARBIDE DRILL **G54 B0** DRILL FOR 3/4-10 TAPPED HOLES"
A11849,410,4,8,"1.0"" DIA. 90 DEGREE SPOT DRILL **G54 B0** CHAMFER FOR 3/4-10 TAPPED HOLES"
A11849,410,5,60,"3/4-10 PLUG TAP ""CUT"" **G54 B0**"
A11849,410,6,91,"7/8"" .875 SUMO INSERT DRILL **G55 B90** DRILL FOR 1.0 - 8 TAP"
A11849,410,7,19,45 DEGREE CHAMFER TOOL C.C. .4700 **G55 B90** CHAMFER HOLE FOR 1.0 - 8 TAP
A11849,410,8,63,1.0 - 8 TAP **G55 B90**
A11855,350,1,14,17/32 CARBIDE DRILL
A11855,350,2,16,"1.5"" X 82 DEGREE CHAMFER"
A11876,340,1,82,1 1/8 DIA. CARB. DRILL
A11876,340,2,16,7/8 DIA. CARB. DRILL
A11876,340,3,59,1.0 - 8 TAP
A11877,410,1,15,"1.25"" TURBO MILL **G54 B45**"
A11877,410,2,1,PROBE
A11877,410,3,85,"9/32"" .281 CARBIDE DRILL **G54 B0 RIGHT SIDE**"
A11877,410,4,37,#5 CENTER DRILL ** REFERENCE MARK FOR SECOND OP.**G54 B0 RIGHT SIDE **
A11877,410,5,82,5.7 MM .228 CARBIDE DRILL **G56 B90**
A11877,410,6,8,"1.0"" DIA. 90 DEGREE SPOT DRILL **G54 B0 RIGHT SIDE**"
A11877,410,7,54,1/4-20 ROLL FORM TAP **G56 B90**
A11878,410,1,15,"1.25"" TURBO MILL **G54 B45**"
A11878,410,2,1,PROBE
A11878,410,3,85,"9/32"" .281 CARBIDE DRILL **G54 B0 RIGHT SIDE**"
A11878,410,4,37,#5 CENTER DRILL ** REFERENCE SPOT FOR SECOND OP. G56 B90 RIGHT SIDE**
A11878,410,5,82,5.7 MM .228 CARBIDE DRILL **G56 B90**
A11878,410,6,8,"1.0"" DIA. 90 DEGREE SPOT DRILL **G54 B0 RIGHT SIDE**"
A11878,410,7,54,1/4-20 ROLL FORM TAP **G56 B90**
A11891,350,1,30,2.0 - 12 THREAD EMUGE THREAD MILL GZ340101 *USE BLACK INSERTS C.C.0.000
A11891,350,2,32,".7812"" CARB TIP DRILL"
A11908,410,1,92,"13/16"" .812 SUMO INSERT DRILL"
A11908,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11909,410,1,92,"25/32"" .781 SUMO INSERT DRILL **G54 TOP VISE**"
A11909,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL **G54 TOP VISE**"
A11923,410,1,96,"21/32"" .656 CARBIDE DRILL"
A11923,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11923,410,3,60,"3/4-10 PLUG TAP ""CUT"""
A11923,410,4,15,"1.25"" TURBO MILL"
A11930-B,350,1,10,.285 CARBIDE DRILL
A11930-B,350,2,5,5/16-18 ROLLFORM TAP
A11930-B,350,3,14,"17/32"" CARBIDE  DRILL"
A11930-B,350,4,33,"1/2"" CARBIDE END MILL"
A11930-B,350,5,20,".343"" CARBIDE DRILL"
A11959,350,1,8,.151 CARBIDE DRILL
A11959,350,2,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11959,350,3,12,"13/32"" CARBIDE DRILL"
A11959,350,4,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A11969,410,1,1,PROBE
A11969,410,2,15,"1.25"" TURBO MILL **G54 B90**"
A11969,410,3,19,45 DEGREE CHAMFER TOOL C.C. .4700 **G54 B90**
A11969,410,4,87,"11/32"" .343 CARBIDE DRILL **G54 B90**"
A11969,410,5,8,"1.0"" DIA. 90 DEGREE SPOT DRILL **G54 B90**"
A11969,410,6,56,3/8-16 ROLL FORM TAP **G54 B90**
A11979,350,1,15,21/32 CARBIDE DRILL
A11979,350,2,1,"1"" 90 DEGREE SPOT DRILL"
A11979,350,3,5,3/4-10 TAP
A12044,350,1,16,"82' 1.0""  C'SINK"
A12044,350,2,9,45' CHAMFER 3/4DIA .002 TIP
A12044,350,3,12,"13/32"" CARBIDE DRILL"
A12044,350,4,14,".5118"" CARBIDE DRILL"
A12044,350,5,37,"3/16"" .1875 CARBIDE END MILL"
A12045,350,1,16,"82'  1.0"" C'SINK"
A12045,350,2,9,45' CHAMFER 3/4DIA .002 TIP
A12045,350,3,12,"13/32""  CARBIDE DRILL"
A12045,350,4,14,".5118"" CARBIDE DRILL"
A12045,350,5,37,"3/16"" .1875 CARBIDE END MILL"
A12046,350,1,34,"5/8"" CARBIDE END MILL"
A12046,350,2,37,"1.0"" CARBIDE END MILL"
A12046,350,3,12,".406"" CARBIDE DRILL"
A12046,350,4,1,"1.0"" X 90 DEG. SPOT DRILL"
A12101,340,1,29,1.25 TURBO
A12101,340,2,102,"1"" SPOT DRILL"
A12101,340,3,46,17/32 CARB. DRILL
A12101,340,4,53,5/8-11 TAP
A1364,410,1,37,#5 C'DRILL
A1364,410,2,85,9/32 DRILL
A1365,340,1,31,1.750 DIA. SPADE DRILL
A1365,340,2,28,1.0 DIA. TURBO MILL
A1365,340,3,1,#5 C'DRILL
A1365,340,4,4,9/32 DRILL
A1365,340,5,118,82 DEGREE COUNTERSINK
A1365,410,1,104,2.25 DIA. CARB. DRILL
A1365,410,2,15,1.25 DIA. TURBO MILL
A1365,410,3,37,#6 C'DRILL
A1365,410,4,85,9/32 DRILL
A1365,410,5,124,82 DEG X 5/8 C-SINK
A1390,410,1,89,13/32 CARBIDE DRILL
A1390,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A1390,410,3,5,1.0 DIA. SUMO CARBIDE TIPPED INSERT DRILL
A1390,410,4,77,1.000 S.F.CARBIDE TIPPED REAMER
A1391,340,1,14,2 5/16 DRILL
A1391,340,2,8,45 DEGREE CHAMFER TOOL
A1391,340,3,75,2.3770 - 2.3775 DIA. BORING BAR
A1391,340,4,74,2.001 - 2.002 DIA. BORING BAR
A1409,350,1,8,.171 CARBIDE DRILL
A1409,350,2,5,10-24 ROLLFORM TAP
A1409,410,1,80,#18 .169 CARBIDE DRILL
A1409,410,2,53,10-24 TAP
A1488,410,1,1,PROBE
A1488,410,2,49,3/8 CARBIDE ENDMILL
A1488,410,3,82,5.7 MM .228 CARBIDE DRILL
A1488,410,4,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A1488,410,5,54,1/4-20 ROLL FORM TAP
A1488,410,6,1,
A1774,410,1,96,21/32 SPADE DRILL
A1774,410,2,19,45 DEGREE CHAMFER TOOL
A1774,410,3,60,3/4-10 TAP
A1775,410,1,94,13/16 SPADE DRILL
A1775,410,2,19,45 DEGREE CHAMFER TOOL
A1791,410,1,112,1.230 DIA. CARB. DRILL
A1791,410,2,19,45 DEGREE CHAMFER TOOL C.C. .4700
A1791,410,3,25,5/8 CARBIDE ENDMILL
A1791,410,4,14,1.0 DIA. TURBO MILL
A1791,410,5,19,45 DEGREE CHAMFER TOOL C.C. .4700
A1822,340,1,36,21/32 DIA. SPADE DRILL
A1822,410,1,37,#5 C'DRILL
A1822,410,2,117,21/32 HSS DRILL
A1822,415,1,36,5/8 CARBIDE ENDMILL
A1822,415,2,2,21/32 CARBIDE DRILL
A1853,350,1,16,".75"" CARBIDE DRILL"
A1853,350,2,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A1853,350,3,29,".752"" REAMER"
A1853,350,4,33,"1/2"" CARBIDE END MILL"
A1853,350,5,18,"1/2"" CARBIDE END MILL FINISH"
A1853,350,6,9,45' CHAMFER 3/4DIA .1875  TIP
A1853,410,1,14,1.0 TURBO MILL
A1853,410,2,93,.752 SUMO INSERT DRILL
A1853,410,3,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A1853,410,4,74,.752 DIA. REAMER
A1861,340,1,1,#5 C'DRILL
A1861,340,2,47,1/4 SOLID CARBIDE HIGH HELIX ENDMILL
A1874,410,1,18,4.0 HIGH SHEAR FACEMILL
A1874,410,2,96,21/32 SPADE
A1874,410,3,19,45 DEG. CHAMFER
A1874,410,4,60,3/4-10 TAP
A1929,350,1,8,#39 .0995 DRILL
A1929,410,1,37,#5 C'DRILL
A1929,410,2,82,#7 DRILL
A1929,410,3,54,1/4-20 TAP
A1931,350,1,35,"1.25"" TURBO MILL"
A1931,350,2,36,"3/4"" CARBIDE END MILL"
A1931,350,3,35,"1.25"" TURBO MILL"
A1931,350,4,36,"3/4"" CARBIDE END MILL"
A1931,350,5,20,.347 CARBIDE DRILL
A1931,350,6,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A1931,350,7,3,3/8-16 ROLLFORM TAP
A1932,350,1,23,"1/4"" CARBIDE END MILL"
A1932,350,2,39,1.1094 CARB TIPPED DRILL
A1932,350,3,9,45' CHAMFER SECO SET CC TO .47
A1932,350,4,8,.25 CARBIDE DRILL
A1932,350,5,17,"3/8"" CARBIDE DRILL"
A1932,350,6,12,13/32  CARBIDE DRILL
A1932,350,7,24,"3/8"" CARBIDE END MILL"
A1932,350,8,23,"1/4"" CARBIDE END MILL"
A1932,350,9,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A1932,350,10,1,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A1932,350,11,36,3/4 FLAT ENDMILL
A1963,350,1,1,#5 C'DRILL
A1963,350,2,19,7/32 DRILL
A1963,350,3,24,3/8 CARBIDE END MILL
A1963,350,4,2,1/4-20 TAP
A2044,340,1,1,#5 C'DRILL
A2044,340,2,4,3/8 DRILL
A2044,410,1,102,3/8 .375 CARBIDE DRILL
A2044,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A2044,410,3,69,.377 DIA. REAMER
A2109,410,1,90,27/64 .421 CARBIDE DRILL
A2109,410,2,121,.439 REAMER
A2109,410,3,89,13/32 .406 CARBIDE DRILL
A2109,410,4,23,3/8 CARBIDE ENDMILL
A2110,350,1,27,"3.0"" FACE MILL"
A2110,350,2,13,.460 CARBIDE DRILL
A2110,350,3,20,.344 CARBIDE DRILL
A2110,350,4,1,1.0 90 DEGREE SPOT DRILL
A2110,350,5,3,3/8-16 ROLLFORM TAP
A2110,350,6,4,1/2-13 ROLLFORM TAP
A2110,410,1,90,11.7 MM .460 CARBIDE DRILL
A2110,410,2,87,11/32 .343 CARBIDE DRILL
A2110,410,3,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A2110,410,4,58,1/2-13 ROLL FORM TAP
A2110,410,5,56,3/8-16 ROLL FORM TAP
A2164,410,1,97,17/32 SPADE DRILL
A2172,350,1,14,17/32 CARBIDE DRILL
A2172,350,2,1,"1.0"" NC SPOT DRILL"
A2172,410,1,97,17/32 CARBIDE DRILL
A2172,410,2,8,"1.0"" DIA. 90 DEGREE SPOTDRILL"
A2173,350,1,13,.460 CARBIDE DRILL
A2173,350,2,1,"1"" X 90 SPOT DRILL"
A2173,350,3,4,1/2-13 ROLLFORM TAP
A2173,410,1,90,11.7 MM .460 CARBIDE DRILL
A2173,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A2173,410,3,58,1/2-13 ROLL FORM TAP
A2223,410,1,16,3.0 DIA. FACEMILL
A2223,410,2,94,15/16 SPADE DRILL
A2224,410,1,16,3.0 DIA. FACEMILL
A2224,410,2,95,49/64 SPADE DRILL
A2224,410,3,122,7/8-9 TAP
A2226,410,1,18,4.0 HIGH SHEAR FACEMILL
A2226,410,2,37,"#5 C""DRILL"
A2226,410,3,89,13/32 DRILL
A2226,410,4,86,5/16 DRILL
A2226,410,5,56,3/8-16 TAP
A2234,350,1,1,#5 C'DRILL
A2234,350,2,11,5/16 SOLID CARBIDE DRILL
A2234,350,3,3,3/8-16 TAP
A2234,410,1,37,#5 C'DRILL
A2234,410,2,86,5/16 DRILL
A2234,410,3,56,3/8-16 TAP
A2275,350,1,1,#5 C'DRILL
A2275,350,2,13,27/64 DRILL
A2275,350,3,4,1/2-13 TAP
A2281,410,1,15,1.25 DIA. TURBO MILL
A2281,410,2,17,3.0 DIA. FINISH FACEMILL
A2281,410,3,37,#5 CENTER DRILL
A2281,410,4,90,27/64 HSS DRILL
A2281,410,5,58,1/2-13 TAP
A2362,410,1,95,23/32 .7187 CARBIDE DRILL
A2362,410,2,8,1.0 DIA. 90 DEGREE SPOT DRILL
A2362,410,3,85,9/32 .281 CARBIDE DRILL
A2362,410,4,64,1/2 N.P.T TAP
A2362,410,5,95,23/32 .7187 CARBIDE DRILL
A2362,410,6,8,1.0 DIA. 90 DEGREE SPOT DRILL
A2362,410,7,64,1/2 N.P.T TAP
A2362,410,8,126,WIRE BRUSH
A2371,340,1,110,.75 X 45 DEEGRE SPOT DRILL
A2371,340,2,82,27/64 HSS DRILL 7.8 LONG
A2371,340,3,58,1/2-13 TAP WITH EXTENTION
A2371,415,1,1,#5 CENTER DRILL
A2371,415,2,87,27/64 .422 DRILL
A2371,415,3,7,1/2-13 TAP
A2410,350,1,22,"1.0"" TURBO MILL"
A2410,350,2,1,#5 CENTER DRILL
A2410,350,3,14,"17/32"" DRILL"
A2410,350,4,5,"5/8-11"" TAP"
A2410,350,5,10,"3/8"" HSS DRILL"
A2410,350,6,24,"3/8"" CARBIDE END MILL"
A2410,410,1,14,1.0 DIA. TURBO MILL
A2410,410,2,97,17/32 DRILL
A2410,410,3,59,5/8-11 TAP
A2410,410,4,38,#5 C'DRILL
A2410,410,5,89,13/32 DRILL
A2410,410,6,23,3/8 SOLID CARBIDE HIGH HELIX ENDMILL
A2447,410,1,14,"1.0"" TURBO MILL"
A2447,410,2,93,.752 SPADE DRILL
A2447,410,3,38,#6 CENTER DRILL
A2447,410,4,82,13/64 DRILL
A2447,410,5,54,1/4-20 TAP
A2447,410,6,24,1/2 CARBIDE ENDMILL
A2450,410,1,14,1.0 DIA. TURBO MILL
A2450,410,2,19,45 DEGREE CHAMFER TOOL
A2450,410,3,93,.752 DIA. SPADE DRILL
A2450,410,4,38,"#5 C""DRILL"
A2450,410,5,86,5/16 DRILL
A2450,410,6,56,3/8-16 TAP
A2463,350,1,15,21/32 CARBIDE DRILL
A2463,350,2,1,"1.0"" 90 DEGREE SPOT DRILL"
A2463,350,3,5,3/4-10 TAP
A2463,410,1,96,21/32 CARBIDE DRILL
A2463,410,2,19,45 DEGREE CHAMFER TOOL
A2463,410,3,60,3/4-10 PLUG TAP
A2470,410,1,94,13/16 .8125 SUMO INSERT DRILL
A2470,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A2490,410,1,112,1.23 CARB DRILL
A2490,410,2,14,"1.0"" TURBO MILL"
A2490,410,3,29,1.344 BORE
A2490,410,4,38,#6 CENTER DRILL
A2490,410,5,89,13/32 DRILL
A2490,410,6,82,#7 DRILL
A2490,410,7,54,1/4-20 TAP
A2580,410,1,37,#5 CENTERDRILL
A2580,410,2,86,5/16 DRILL
A2580,410,3,56,1/2-13 TAP
A2582,350,1,1,#5 C'DRILL
A2582,350,2,13,27/64 DRILL
A2582,350,3,4,1/2-13 HIGH SPEED TAP
A2582,410,1,37,#5 CENTERDRILL
A2582,410,2,90,27/64 DRILL
A2582,410,3,58,1/2-13 TAP
A2588,410,1,114,1.06 SPADE DRILL
A2588,410,2,14,1. TURBO MILL
A2588,410,3,37,#5 C-DRILL
A2588,410,4,86,5/16 DRILL
A2588,410,5,56,3/8-16 TAP
A2588,410,6,27,1.125 / 1.126 BORING BAR
A2590,410,1,93,3/4 .750 SUMO INSERT DRILL
A2590,410,2,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
A2590,410,3,74,.752 S.F. REAMER
A2633,340,1,1,#5 C'DRILL
A2633,340,2,4,#21 DRILL
A2633,340,3,90,10-24 TAP
A2633,350,1,8,.171 CARBIDE DRILL
A2633,350,2,5,#10-24 ROLLFORM TAP
A2633,410,1,80,#18 .169 CARBIDE DRILL
A2633,410,2,53,10-24 ROLL FORM TAP
A2706,340,1,1,#5 C'DRILL
A2706,340,2,4,27/64 DRILL
A2706,340,3,58,1/2-13 TAP
